DX_type,Infection_DX
ICD10,A66.0 Initial lesions of yaws
ICD10,A66.1 Multiple papillomata and wet crab yaws
ICD10,A66.2 Other early skin lesions of yaws
ICD10,A66.3 Hyperkeratosis of yaws
ICD10,A66.4 Gummata and ulcers of yaws
ICD10,A66.5 Gangosa
ICD10,A66.6 Bone and joint lesions of yaws
ICD10,A66.7 Other manifestations of yaws
ICD10,A66.8 Latent yaws
ICD10,"A66.9 Yaws, unspecified"
ICD10,A67.0 Primary lesions of pinta
ICD10,A67.1 Intermediate lesions of pinta
ICD10,A67.2 Late lesions of pinta
ICD10,A67.3 Mixed lesions of pinta
ICD10,"A67.9 Pinta, unspecified"
ICD10,A65 Nonvenereal syphilis
ICD10,A69.8 Other specified spirochetal infections
ICD10,"A69.9 Spirochetal infection, unspecified"
ICD10,B35.0 Tinea barbae and tinea capitis
ICD10,B35.1 Tinea unguium
ICD10,B35.2 Tinea manuum
ICD10,B35.6 Tinea cruris
ICD10,B35.3 Tinea pedis
ICD10,B35.4 Tinea corporis
ICD10,B35.5 Tinea imbricata
ICD10,B35.8 Other dermatophytoses
ICD10,B35.8 Other dermatophytoses
ICD10,"B35.9 Dermatophytosis, unspecified"
ICD10,B36.0 Pityriasis versicolor
ICD10,B36.1 Tinea nigra
ICD10,B36.2 White piedra
ICD10,B36.3 Black piedra
ICD10,B36.8 Other specified superficial mycoses
ICD10,"B36.9 Superficial mycosis, unspecified"
ICD10,B37.0 Candidal stomatitis
ICD10,B37.83 Candidal cheilitis
ICD10,B37.3 Candidiasis of vulva and vagina
ICD10,B37.41 Candidal cystitis and urethritis
ICD10,B37.42 Candidal balanitis
ICD10,B37.49 Other urogenital candidiasis
ICD10,B37.2 Candidiasis of skin and nail
ICD10,B37.1 Pulmonary candidiasis
ICD10,B37.7 Candidal sepsis
ICD10,B37.6 Candidal endocarditis
ICD10,B37.84 Candidal otitis externa
ICD10,B37.5 Candidal meningitis
ICD10,B37.81 Candidal esophagitis
ICD10,B37.82 Candidal enteritis
ICD10,B37.89 Other sites of candidiasis
ICD10,"B37.9 Candidiasis, unspecified"
ICD10,B38.0 Acute pulmonary coccidioidomycosis
ICD10,B38.3 Cutaneous coccidioidomycosis
ICD10,B38.81 Prostatic coccidioidomycosis
ICD10,B38.4 Coccidioidomycosis meningitis
ICD10,B38.7 Disseminated coccidioidomycosis
ICD10,B38.89 Other forms of coccidioidomycosis
ICD10,B38.1 Chronic pulmonary coccidioidomycosis
ICD10,"B38.2 Pulmonary coccidioidomycosis, unspecified"
ICD10,"B38.9 Coccidioidomycosis, unspecified"
ICD10,"B39.4 Histoplasmosis capsulati, unspecified"
ICD10,Cluster 115.01
ICD10,Cluster 115.02
ICD10,Cluster 115.03
ICD10,Cluster 115.04
ICD10,B39.0 Acute pulmonary histoplasmosis capsulati
ICD10,B39.1 Chronic pulmonary histoplasmosis capsulati
ICD10,"B39.2 Pulmonary histoplasmosis capsulati, unspecified"
ICD10,B39.3 Disseminated histoplasmosis capsulati
ICD10,B39.5 Histoplasmosis duboisii
ICD10,Cluster 115.11
ICD10,Cluster 115.12
ICD10,Cluster 115.13
ICD10,Cluster 115.14
ICD10,Cluster 115.15
ICD10,B39.5 Histoplasmosis duboisii
ICD10,"B39.9 Histoplasmosis, unspecified"
ICD10,Cluster 115.91
ICD10,Cluster 115.92
ICD10,Cluster 115.93
ICD10,Cluster 115.94
ICD10,Cluster 115.95
ICD10,"B39.9 Histoplasmosis, unspecified"
ICD10,B40.0 Acute pulmonary blastomycosis
ICD10,B40.1 Chronic pulmonary blastomycosis
ICD10,"B40.2 Pulmonary blastomycosis, unspecified"
ICD10,B40.3 Cutaneous blastomycosis
ICD10,B40.7 Disseminated blastomycosis
ICD10,B40.81 Blastomycotic meningoencephalitis
ICD10,B40.89 Other forms of blastomycosis
ICD10,"B40.9 Blastomycosis, unspecified"
ICD10,B41.0 Pulmonary paracoccidioidomycosis
ICD10,B41.7 Disseminated paracoccidioidomycosis
ICD10,B41.8 Other forms of paracoccidioidomycosis
ICD10,"B41.9 Paracoccidioidomycosis, unspecified"
ICD10,B48.0 Lobomycosis
ICD10,B48.1 Rhinosporidiosis
ICD10,B42.0 Pulmonary sporotrichosis
ICD10,B42.1 Lymphocutaneous sporotrichosis
ICD10,B42.7 Disseminated sporotrichosis
ICD10,B42.81 Cerebral sporotrichosis
ICD10,B42.82 Sporotrichosis arthritis
ICD10,B42.89 Other forms of sporotrichosis
ICD10,"B42.9 Sporotrichosis, unspecified"
ICD10,B43.0 Cutaneous chromomycosis
ICD10,B43.1 Pheomycotic brain abscess
ICD10,B43.2 Subcutaneous pheomycotic abscess and cyst
ICD10,B43.8 Other forms of chromomycosis
ICD10,"B43.9 Chromomycosis, unspecified"
ICD10,B44.0 Invasive pulmonary aspergillosis
ICD10,B44.1 Other pulmonary aspergillosis
ICD10,B44.2 Tonsillar aspergillosis
ICD10,B44.7 Disseminated aspergillosis
ICD10,B44.89 Other forms of aspergillosis
ICD10,"B44.9 Aspergillosis, unspecified"
ICD10,B48.4 Penicillosis
ICD10,B47.0 Eumycetoma
ICD10,B45.0 Pulmonary cryptococcosis
ICD10,B45.1 Cerebral cryptococcosis
ICD10,B45.2 Cutaneous cryptococcosis
ICD10,B45.3 Osseous cryptococcosis
ICD10,B45.7 Disseminated cryptococcosis
ICD10,B45.8 Other forms of cryptococcosis
ICD10,"B45.9 Cryptococcosis, unspecified"
ICD10,B48.2 Allescheriasis
ICD10,B46.0 Pulmonary mucormycosis
ICD10,B46.1 Rhinocerebral mucormycosis
ICD10,B46.2 Gastrointestinal mucormycosis
ICD10,B46.3 Cutaneous mucormycosis
ICD10,B46.4 Disseminated mucormycosis
ICD10,"B46.5 Mucormycosis, unspecified"
ICD10,B46.8 Other zygomycoses
ICD10,"B46.9 Zygomycosis, unspecified"
ICD10,B48.8 Other specified mycoses
ICD10,B48.3 Geotrichosis
ICD10,B49 Unspecified mycosis
ICD10,B48.8 Other specified mycoses
ICD10,G00.0 Hemophilus meningitis
ICD10,G00.1 Pneumococcal meningitis
ICD10,G00.2 Streptococcal meningitis
ICD10,G00.3 Staphylococcal meningitis
ICD10,G01 Meningitis in bacterial diseases classified elsewhere
ICD10,G00.8 Other bacterial meningitis
ICD10,"G00.9 Bacterial meningitis, unspecified"
ICD10,G00.8 Other bacterial meningitis
ICD10,"G00.9 Bacterial meningitis, unspecified"
ICD10,"G04.2 Bacterial meningoencephalitis and meningomyelitis, not elsewhere classified"
ICD10,B45.1 Cerebral cryptococcosis
ICD10,G02 Meningitis in other infectious and parasitic diseases classified elsewhere
ICD10,G02 Meningitis in other infectious and parasitic diseases classified elsewhere
ICD10,G02 Meningitis in other infectious and parasitic diseases classified elsewhere
ICD10,G02 Meningitis in other infectious and parasitic diseases classified elsewhere
ICD10,G02 Meningitis in other infectious and parasitic diseases classified elsewhere
ICD10,G03.0 Nonpyogenic meningitis
ICD10,G03.8 Meningitis due to other specified causes
ICD10,G03.1 Chronic meningitis
ICD10,"G03.9 Meningitis, unspecified"
ICD10,G05.3 Encephalitis and encephalomyelitis in diseases classified elsewhere
ICD10,G05.4 Myelitis in diseases classified elsewhere
ICD10,G05.3 Encephalitis and encephalomyelitis in diseases classified elsewhere
ICD10,G05.3 Encephalitis and encephalomyelitis in diseases classified elsewhere
ICD10,G05.3 Encephalitis and encephalomyelitis in diseases classified elsewhere
ICD10,G05.4 Myelitis in diseases classified elsewhere
ICD10,"G04.02 Postimmunization acute disseminated encephalitis, myelitis and encephalomyelitis"
ICD10,G04.32 Postimmunization acute necrotizing hemorrhagic encephalopathy
ICD10,"G04.02 Postimmunization acute disseminated encephalitis, myelitis and encephalomyelitis"
ICD10,"G04.00 Acute disseminated encephalitis and encephalomyelitis, unspecified"
ICD10,G04.01 Postinfectious acute disseminated encephalitis and encephalomyelitis (postinfectious ADEM)
ICD10,G04.39 Other acute necrotizing hemorrhagic encephalopathy
ICD10,"G04.30 Acute necrotizing hemorrhagic encephalopathy, unspecified"
ICD10,G04.31 Postinfectious acute necrotizing hemorrhagic encephalopathy
ICD10,G05.4 Myelitis in diseases classified elsewhere
ICD10,G92 Toxic encephalopathy
ICD10,G92 Toxic encephalopathy
ICD10,G04.81 Other encephalitis and encephalomyelitis
ICD10,G04.89 Other myelitis
ICD10,"G04.90 Encephalitis and encephalomyelitis, unspecified"
ICD10,"G04.91 Myelitis, unspecified"
ICD10,G37.4 Subacute necrotizing myelitis of central nervous system
ICD10,G06.0 Intracranial abscess and granuloma
ICD10,G06.1 Intraspinal abscess and granuloma
ICD10,"G06.2 Extradural and subdural abscess, unspecified"
ICD10,G07 Intracranial and intraspinal abscess and granuloma in diseases classified elsewhere
ICD10,G08 Intracranial and intraspinal phlebitis and thrombophlebitis
ICD10,A18.84 Tuberculosis of heart
ICD10,I32 Pericarditis in diseases classified elsewhere
ICD10,M32.12 Pericarditis in systemic lupus erythematosus
ICD10,I30.1 Infective pericarditis
ICD10,"I30.9 Acute pericarditis, unspecified"
ICD10,I30.0 Acute nonspecific idiopathic pericarditis
ICD10,I30.8 Other forms of acute pericarditis
ICD10,"I30.9 Acute pericarditis, unspecified"
ICD10,I33.0 Acute and subacute infective endocarditis
ICD10,I39 Endocarditis and heart valve disorders in diseases classified elsewhere
ICD10,"I33.9 Acute and subacute endocarditis, unspecified"
ICD10,I80.00 Phlebitis and thrombophlebitis of superficial vessels of unspecified lower extremity
ICD10,I80.01 Phlebitis and thrombophlebitis of superficial vessels of right lower extremity
ICD10,I80.02 Phlebitis and thrombophlebitis of superficial vessels of left lower extremity
ICD10,"I80.03 Phlebitis and thrombophlebitis of superficial vessels of lower extremities, bilateral"
ICD10,I80.10 Phlebitis and thrombophlebitis of unspecified femoral vein
ICD10,I80.11 Phlebitis and thrombophlebitis of right femoral vein
ICD10,I80.12 Phlebitis and thrombophlebitis of left femoral vein
ICD10,"I80.13 Phlebitis and thrombophlebitis of femoral vein, bilateral"
ICD10,I80.201 Phlebitis and thrombophlebitis of unspecified deep vessels of right lower extremity
ICD10,I80.202 Phlebitis and thrombophlebitis of unspecified deep vessels of left lower extremity
ICD10,"I80.203 Phlebitis and thrombophlebitis of unspecified deep vessels of lower extremities, bilateral"
ICD10,I80.209 Phlebitis and thrombophlebitis of unspecified deep vessels of unspecified lower extremity
ICD10,I80.221 Phlebitis and thrombophlebitis of right popliteal vein
ICD10,I80.222 Phlebitis and thrombophlebitis of left popliteal vein
ICD10,"I80.223 Phlebitis and thrombophlebitis of popliteal vein, bilateral"
ICD10,I80.229 Phlebitis and thrombophlebitis of unspecified popliteal vein
ICD10,I80.231 Phlebitis and thrombophlebitis of right tibial vein
ICD10,I80.232 Phlebitis and thrombophlebitis of left tibial vein
ICD10,"I80.233 Phlebitis and thrombophlebitis of tibial vein, bilateral"
ICD10,I80.239 Phlebitis and thrombophlebitis of unspecified tibial vein
ICD10,I80.291 Phlebitis and thrombophlebitis of other deep vessels of right lower extremity
ICD10,I80.292 Phlebitis and thrombophlebitis of other deep vessels of left lower extremity
ICD10,"I80.293 Phlebitis and thrombophlebitis of other deep vessels of lower extremity, bilateral"
ICD10,I80.299 Phlebitis and thrombophlebitis of other deep vessels of unspecified lower extremity
ICD10,"I80.3 Phlebitis and thrombophlebitis of lower extremities, unspecified"
ICD10,I80.211 Phlebitis and thrombophlebitis of right iliac vein
ICD10,I80.212 Phlebitis and thrombophlebitis of left iliac vein
ICD10,"I80.213 Phlebitis and thrombophlebitis of iliac vein, bilateral"
ICD10,I80.219 Phlebitis and thrombophlebitis of unspecified iliac vein
ICD10,I80.8 Phlebitis and thrombophlebitis of other sites
ICD10,I80.8 Phlebitis and thrombophlebitis of other sites
ICD10,I80.8 Phlebitis and thrombophlebitis of other sites
ICD10,I80.8 Phlebitis and thrombophlebitis of other sites
ICD10,I80.9 Phlebitis and thrombophlebitis of unspecified site
ICD10,"J01.00 Acute maxillary sinusitis, unspecified"
ICD10,J01.01 Acute recurrent maxillary sinusitis
ICD10,"J01.10 Acute frontal sinusitis, unspecified"
ICD10,J01.11 Acute recurrent frontal sinusitis
ICD10,"J01.20 Acute ethmoidal sinusitis, unspecified"
ICD10,J01.21 Acute recurrent ethmoidal sinusitis
ICD10,"J01.30 Acute sphenoidal sinusitis, unspecified"
ICD10,J01.31 Acute recurrent sphenoidal sinusitis
ICD10,"J01.40 Acute pansinusitis, unspecified"
ICD10,J01.41 Acute recurrent pansinusitis
ICD10,J01.80 Other acute sinusitis
ICD10,J01.81 Other acute recurrent sinusitis
ICD10,"J01.90 Acute sinusitis, unspecified"
ICD10,"J01.91 Acute recurrent sinusitis, unspecified"
ICD10,J02.8 Acute pharyngitis due to other specified organisms
ICD10,"J02.9 Acute pharyngitis, unspecified"
ICD10,J03.80 Acute tonsillitis due to other specified organisms
ICD10,J03.81 Acute recurrent tonsillitis due to other specified organisms
ICD10,"J03.90 Acute tonsillitis, unspecified"
ICD10,"J03.91 Acute recurrent tonsillitis, unspecified"
ICD10,J04.0 Acute laryngitis
ICD10,J05.0 Acute obstructive laryngitis [croup]
ICD10,J04.10 Acute tracheitis without obstruction
ICD10,J04.11 Acute tracheitis with obstruction
ICD10,J04.2 Acute laryngotracheitis
ICD10,J05.0 Acute obstructive laryngitis [croup]
ICD10,J05.10 Acute epiglottitis without obstruction
ICD10,J05.11 Acute epiglottitis with obstruction
ICD10,J05.0 Acute obstructive laryngitis [croup]
ICD10,"J04.30 Supraglottitis, unspecified, without obstruction"
ICD10,"J04.31 Supraglottitis, unspecified, with obstruction"
ICD10,J06.0 Acute laryngopharyngitis
ICD10,"J06.9 Acute upper respiratory infection, unspecified"
ICD10,"J06.9 Acute upper respiratory infection, unspecified"
ICD10,J13 Pneumonia due to Streptococcus pneumoniae
ICD10,"J18.1 Lobar pneumonia, unspecified organism"
ICD10,J15.0 Pneumonia due to Klebsiella pneumoniae
ICD10,J15.1 Pneumonia due to Pseudomonas
ICD10,J14 Pneumonia due to Hemophilus influenzae
ICD10,J15.4 Pneumonia due to other streptococci
ICD10,J15.4 Pneumonia due to other streptococci
ICD10,"J15.3 Pneumonia due to streptococcus, group B"
ICD10,J15.4 Pneumonia due to other streptococci
ICD10,"J15.20 Pneumonia due to staphylococcus, unspecified"
ICD10,J15.211 Pneumonia due to Methicillin susceptible Staphylococcus aureus
ICD10,J15.29 Pneumonia due to other staphylococcus
ICD10,J15.8 Pneumonia due to other specified bacteria
ICD10,J15.5 Pneumonia due to Escherichia coli
ICD10,J15.6 Pneumonia due to other aerobic Gram-negative bacteria
ICD10,A48.1 Legionnaires' disease
ICD10,J15.8 Pneumonia due to other specified bacteria
ICD10,J15.9 Unspecified bacterial pneumonia
ICD10,"J18.0 Bronchopneumonia, unspecified organism"
ICD10,"J18.8 Other pneumonia, unspecified organism"
ICD10,"J18.9 Pneumonia, unspecified organism"
ICD10,J44.1 Chronic obstructive pulmonary disease with (acute) exacerbation
ICD10,"J47.9 Bronchiectasis, uncomplicated"
ICD10,J47.0 Bronchiectasis with acute lower respiratory infection
ICD10,J47.1 Bronchiectasis with (acute) exacerbation
ICD10,J86.0 Pyothorax with fistula
ICD10,J86.9 Pyothorax without fistula
ICD10,J85.0 Gangrene and necrosis of lung
ICD10,J85.1 Abscess of lung with pneumonia
ICD10,J85.2 Abscess of lung without pneumonia
ICD10,J85.3 Abscess of mediastinum
ICD10,K35.2 Acute appendicitis with generalized peritonitis
ICD10,K35.3 Acute appendicitis with localized peritonitis
ICD10,K35.80 Unspecified acute appendicitis
ICD10,K35.89 Other acute appendicitis
ICD10,K37 Unspecified appendicitis
ICD10,K36 Other appendicitis
ICD10,K57.00 Diverticulitis of small intestine with perforation and abscess without bleeding
ICD10,K57.12 Diverticulitis of small intestine without perforation or abscess without bleeding
ICD10,K57.40 Diverticulitis of both small and large intestine with perforation and abscess without bleeding
ICD10,K57.52 Diverticulitis of both small and large intestine without perforation or abscess without bleeding
ICD10,K57.01 Diverticulitis of small intestine with perforation and abscess with bleeding
ICD10,K57.13 Diverticulitis of small intestine without perforation or abscess with bleeding
ICD10,K57.41 Diverticulitis of both small and large intestine with perforation and abscess with bleeding
ICD10,K57.53 Diverticulitis of both small and large intestine without perforation or abscess with bleeding
ICD10,K57.20 Diverticulitis of large intestine with perforation and abscess without bleeding
ICD10,K57.32 Diverticulitis of large intestine without perforation or abscess without bleeding
ICD10,K57.40 Diverticulitis of both small and large intestine with perforation and abscess without bleeding
ICD10,K57.52 Diverticulitis of both small and large intestine without perforation or abscess without bleeding
ICD10,"K57.80 Diverticulitis of intestine, part unspecified, with perforation and abscess without bleeding"
ICD10,"K57.92 Diverticulitis of intestine, part unspecified, without perforation or abscess without bleeding"
ICD10,K57.21 Diverticulitis of large intestine with perforation and abscess with bleeding
ICD10,K57.33 Diverticulitis of large intestine without perforation or abscess with bleeding
ICD10,K57.41 Diverticulitis of both small and large intestine with perforation and abscess with bleeding
ICD10,K57.53 Diverticulitis of both small and large intestine without perforation or abscess with bleeding
ICD10,"K57.81 Diverticulitis of intestine, part unspecified, with perforation and abscess with bleeding"
ICD10,"K57.93 Diverticulitis of intestine, part unspecified, without perforation or abscess with bleeding"
ICD10,K61.0 Anal abscess
ICD10,K61.1 Rectal abscess
ICD10,K61.2 Anorectal abscess
ICD10,K61.3 Ischiorectal abscess
ICD10,K61.4 Intrasphincteric abscess
ICD10,K67 Disorders of peritoneum in infectious diseases classified elsewhere
ICD10,K65.8 Other peritonitis
ICD10,K65.0 Generalized (acute) peritonitis
ICD10,K65.1 Peritoneal abscess
ICD10,K65.2 Spontaneous bacterial peritonitis
ICD10,K65.0 Generalized (acute) peritonitis
ICD10,K68.12 Psoas muscle abscess
ICD10,K68.19 Other retroperitoneal abscess
ICD10,K68.9 Other disorders of retroperitoneum
ICD10,K65.3 Choleperitonitis
ICD10,K65.4 Sclerosing mesenteritis
ICD10,K65.8 Other peritonitis
ICD10,"K65.9 Peritonitis, unspecified"
ICD10,K50.014 Crohn's disease of small intestine with abscess
ICD10,K50.114 Crohn's disease of large intestine with abscess
ICD10,K50.814 Crohn's disease of both small and large intestine with abscess
ICD10,"K50.914 Crohn's disease, unspecified, with abscess"
ICD10,K51.014 Ulcerative (chronic) pancolitis with abscess
ICD10,K51.214 Ulcerative (chronic) proctitis with abscess
ICD10,K51.314 Ulcerative (chronic) rectosigmoiditis with abscess
ICD10,K51.414 Inflammatory polyps of colon with abscess
ICD10,K51.514 Left sided colitis with abscess
