DX_type,Infection_DX
ICD10,A18.52 Tuberculous keratitis
ICD10,A18.54 Tuberculous iridocyclitis
ICD10,A18.59 Other tuberculosis of eye
ICD10,"A18.50 Tuberculosis of eye, unspecified"
ICD10,A18.51 Tuberculous episcleritis
ICD10,A18.52 Tuberculous keratitis
ICD10,A18.54 Tuberculous iridocyclitis
ICD10,A18.59 Other tuberculosis of eye
ICD10,"A18.50 Tuberculosis of eye, unspecified"
ICD10,A18.51 Tuberculous episcleritis
ICD10,A18.52 Tuberculous keratitis
ICD10,A18.54 Tuberculous iridocyclitis
ICD10,A18.59 Other tuberculosis of eye
ICD10,A18.6 Tuberculosis of (inner) (middle) ear
ICD10,A18.6 Tuberculosis of (inner) (middle) ear
ICD10,A18.6 Tuberculosis of (inner) (middle) ear
ICD10,A18.6 Tuberculosis of (inner) (middle) ear
ICD10,A18.6 Tuberculosis of (inner) (middle) ear
ICD10,A18.6 Tuberculosis of (inner) (middle) ear
ICD10,A18.6 Tuberculosis of (inner) (middle) ear
ICD10,A18.81 Tuberculosis of thyroid gland
ICD10,A18.81 Tuberculosis of thyroid gland
ICD10,A18.81 Tuberculosis of thyroid gland
ICD10,A18.81 Tuberculosis of thyroid gland
ICD10,A18.81 Tuberculosis of thyroid gland
ICD10,A18.81 Tuberculosis of thyroid gland
ICD10,A18.81 Tuberculosis of thyroid gland
ICD10,A18.7 Tuberculosis of adrenal glands
ICD10,A18.7 Tuberculosis of adrenal glands
ICD10,A18.7 Tuberculosis of adrenal glands
ICD10,A18.7 Tuberculosis of adrenal glands
ICD10,A18.7 Tuberculosis of adrenal glands
ICD10,A18.7 Tuberculosis of adrenal glands
ICD10,A18.7 Tuberculosis of adrenal glands
ICD10,A18.85 Tuberculosis of spleen
ICD10,A18.85 Tuberculosis of spleen
ICD10,A18.85 Tuberculosis of spleen
ICD10,A18.85 Tuberculosis of spleen
ICD10,A18.85 Tuberculosis of spleen
ICD10,A18.85 Tuberculosis of spleen
ICD10,A18.85 Tuberculosis of spleen
ICD10,A18.89 Tuberculosis of other sites
ICD10,A18.89 Tuberculosis of other sites
ICD10,A18.89 Tuberculosis of other sites
ICD10,A18.89 Tuberculosis of other sites
ICD10,A18.89 Tuberculosis of other sites
ICD10,A18.89 Tuberculosis of other sites
ICD10,A18.89 Tuberculosis of other sites
ICD10,A17.83 Tuberculous neuritis
ICD10,"A17.9 Tuberculosis of nervous system, unspecified"
ICD10,A18.82 Tuberculosis of other endocrine glands
ICD10,A18.84 Tuberculosis of heart
ICD10,A18.89 Tuberculosis of other sites
ICD10,A18.84 Tuberculosis of heart
ICD10,A18.89 Tuberculosis of other sites
ICD10,A18.84 Tuberculosis of heart
ICD10,A18.89 Tuberculosis of other sites
ICD10,A18.84 Tuberculosis of heart
ICD10,A18.89 Tuberculosis of other sites
ICD10,A18.84 Tuberculosis of heart
ICD10,A18.89 Tuberculosis of other sites
ICD10,A18.84 Tuberculosis of heart
ICD10,A18.89 Tuberculosis of other sites
ICD10,A18.84 Tuberculosis of heart
ICD10,A18.89 Tuberculosis of other sites
ICD10,A19.0 Acute miliary tuberculosis of a single specified site
ICD10,A19.1 Acute miliary tuberculosis of multiple sites
ICD10,"A19.2 Acute miliary tuberculosis, unspecified"
ICD10,"A19.2 Acute miliary tuberculosis, unspecified"
ICD10,"A19.2 Acute miliary tuberculosis, unspecified"
ICD10,"A19.2 Acute miliary tuberculosis, unspecified"
ICD10,"A19.2 Acute miliary tuberculosis, unspecified"
ICD10,"A19.2 Acute miliary tuberculosis, unspecified"
ICD10,"A19.2 Acute miliary tuberculosis, unspecified"
ICD10,A19.8 Other miliary tuberculosis
ICD10,A19.8 Other miliary tuberculosis
ICD10,A19.8 Other miliary tuberculosis
ICD10,A19.8 Other miliary tuberculosis
ICD10,A19.8 Other miliary tuberculosis
ICD10,A19.8 Other miliary tuberculosis
ICD10,A19.8 Other miliary tuberculosis
ICD10,"A19.9 Miliary tuberculosis, unspecified"
ICD10,"A19.9 Miliary tuberculosis, unspecified"
ICD10,"A19.9 Miliary tuberculosis, unspecified"
ICD10,"A19.9 Miliary tuberculosis, unspecified"
ICD10,"A19.9 Miliary tuberculosis, unspecified"
ICD10,"A19.9 Miliary tuberculosis, unspecified"
ICD10,"A19.9 Miliary tuberculosis, unspecified"
ICD10,A20.0 Bubonic plague
ICD10,A20.1 Cellulocutaneous plague
ICD10,A20.7 Septicemic plague
ICD10,A20.2 Pneumonic plague
ICD10,A20.2 Pneumonic plague
ICD10,A20.2 Pneumonic plague
ICD10,A20.3 Plague meningitis
ICD10,A20.8 Other forms of plague
ICD10,"A20.9 Plague, unspecified"
ICD10,A21.0 Ulceroglandular tularemia
ICD10,A21.3 Gastrointestinal tularemia
ICD10,A21.2 Pulmonary tularemia
ICD10,A21.1 Oculoglandular tularemia
ICD10,A21.7 Generalized tularemia
ICD10,A21.8 Other forms of tularemia
ICD10,"A21.9 Tularemia, unspecified"
ICD10,A22.0 Cutaneous anthrax
ICD10,A22.1 Pulmonary anthrax
ICD10,A22.2 Gastrointestinal anthrax
ICD10,A22.7 Anthrax sepsis
ICD10,A22.8 Other forms of anthrax
ICD10,"A22.9 Anthrax, unspecified"
ICD10,A23.0 Brucellosis due to Brucella melitensis
ICD10,A23.1 Brucellosis due to Brucella abortus
ICD10,A23.2 Brucellosis due to Brucella suis
ICD10,A23.3 Brucellosis due to Brucella canis
ICD10,A23.8 Other brucellosis
ICD10,"A23.9 Brucellosis, unspecified"
ICD10,A24.0 Glanders
ICD10,A24.1 Acute and fulminating melioidosis
ICD10,A24.2 Subacute and chronic melioidosis
ICD10,A24.3 Other melioidosis
ICD10,"A24.9 Melioidosis, unspecified"
ICD10,A25.0 Spirillosis
ICD10,A25.1 Streptobacillosis
ICD10,"A25.9 Rat-bite fever, unspecified"
ICD10,A32.0 Cutaneous listeriosis
ICD10,A32.11 Listerial meningitis
ICD10,A32.12 Listerial meningoencephalitis
ICD10,A32.7 Listerial sepsis
ICD10,A32.81 Oculoglandular listeriosis
ICD10,A32.82 Listerial endocarditis
ICD10,A32.89 Other forms of listeriosis
ICD10,"A32.9 Listeriosis, unspecified"
ICD10,A26.0 Cutaneous erysipeloid
ICD10,A26.7 Erysipelothrix sepsis
ICD10,A26.8 Other forms of erysipeloid
ICD10,"A26.9 Erysipeloid, unspecified"
ICD10,A28.0 Pasteurellosis
ICD10,A28.2 Extraintestinal yersiniosis
ICD10,"A28.8 Other specified zoonotic bacterial diseases, not elsewhere classified"
ICD10,"A28.9 Zoonotic bacterial disease, unspecified"
ICD10,A30.5 Lepromatous leprosy
ICD10,A30.1 Tuberculoid leprosy
ICD10,A30.0 Indeterminate leprosy
ICD10,A30.2 Borderline tuberculoid leprosy
ICD10,A30.3 Borderline leprosy
ICD10,A30.4 Borderline lepromatous leprosy
ICD10,A30.8 Other forms of leprosy
ICD10,"A30.9 Leprosy, unspecified"
ICD10,A31.0 Pulmonary mycobacterial infection
ICD10,A31.1 Cutaneous mycobacterial infection
ICD10,A31.2 Disseminated mycobacterium avium-intracellulare complex (DMAC)
ICD10,A31.8 Other mycobacterial infections
ICD10,"A31.9 Mycobacterial infection, unspecified"
ICD10,A36.0 Pharyngeal diphtheria
ICD10,A36.1 Nasopharyngeal diphtheria
ICD10,A36.89 Other diphtheritic complications
ICD10,A36.2 Laryngeal diphtheria
ICD10,A36.86 Diphtheritic conjunctivitis
ICD10,A36.81 Diphtheritic cardiomyopathy
ICD10,A36.89 Other diphtheritic complications
ICD10,A36.85 Diphtheritic cystitis
ICD10,A36.3 Cutaneous diphtheria
ICD10,A36.82 Diphtheritic radiculomyelitis
ICD10,A36.83 Diphtheritic polyneuritis
ICD10,A36.84 Diphtheritic tubulo-interstitial nephropathy
ICD10,A36.89 Other diphtheritic complications
ICD10,"A36.9 Diphtheria, unspecified"
ICD10,A37.00 Whooping cough due to Bordetella pertussis without pneumonia
ICD10,A37.01 Whooping cough due to Bordetella pertussis with pneumonia
ICD10,A37.10 Whooping cough due to Bordetella parapertussis without pneumonia
ICD10,A37.11 Whooping cough due to Bordetella parapertussis with pneumonia
ICD10,A37.80 Whooping cough due to other Bordetella species without pneumonia
ICD10,A37.81 Whooping cough due to other Bordetella species with pneumonia
ICD10,"A37.90 Whooping cough, unspecified species without pneumonia"
ICD10,"A37.91 Whooping cough, unspecified species with pneumonia"
ICD10,J02.0 Streptococcal pharyngitis
ICD10,"J03.00 Acute streptococcal tonsillitis, unspecified"
ICD10,J03.01 Acute recurrent streptococcal tonsillitis
ICD10,A38.0 Scarlet fever with otitis media
ICD10,A38.1 Scarlet fever with myocarditis
ICD10,A38.8 Scarlet fever with other complications
ICD10,"A38.9 Scarlet fever, uncomplicated"
ICD10,A46 Erysipelas
ICD10,A39.0 Meningococcal meningitis
ICD10,A39.81 Meningococcal encephalitis
ICD10,A39.2 Acute meningococcemia
ICD10,A39.3 Chronic meningococcemia
ICD10,"A39.4 Meningococcemia, unspecified"
ICD10,A39.1 Waterhouse-Friderichsen syndrome
ICD10,"A39.50 Meningococcal carditis, unspecified"
ICD10,A39.53 Meningococcal pericarditis
ICD10,A39.51 Meningococcal endocarditis
ICD10,A39.52 Meningococcal myocarditis
ICD10,A39.82 Meningococcal retrobulbar neuritis
ICD10,A39.83 Meningococcal arthritis
ICD10,A39.84 Postmeningococcal arthritis
ICD10,A39.89 Other meningococcal infections
ICD10,"A39.9 Meningococcal infection, unspecified"
ICD10,A35 Other tetanus
ICD10,"A40.0 Sepsis due to streptococcus, group A"
ICD10,"A40.1 Sepsis due to streptococcus, group B"
ICD10,A40.3 Sepsis due to Streptococcus pneumoniae
ICD10,A40.8 Other streptococcal sepsis
ICD10,"A40.9 Streptococcal sepsis, unspecified"
ICD10,A41.2 Sepsis due to unspecified staphylococcus
ICD10,A41.01 Sepsis due to Methicillin susceptible Staphylococcus aureus
ICD10,A41.1 Sepsis due to other specified staphylococcus
ICD10,A40.3 Sepsis due to Streptococcus pneumoniae
ICD10,A41.4 Sepsis due to anaerobes
ICD10,"A41.50 Gram-negative sepsis, unspecified"
ICD10,A41.3 Sepsis due to Hemophilus influenzae
ICD10,A41.51 Sepsis due to Escherichia coli [E. coli]
ICD10,A41.52 Sepsis due to Pseudomonas
ICD10,A41.53 Sepsis due to Serratia
ICD10,A41.59 Other Gram-negative sepsis
ICD10,A41.81 Sepsis due to Enterococcus
ICD10,A41.89 Other specified sepsis
ICD10,A42.7 Actinomycotic sepsis
ICD10,"A41.9 Sepsis, unspecified organism"
ICD10,A43.1 Cutaneous nocardiosis
ICD10,L08.1 Erythrasma
ICD10,A42.0 Pulmonary actinomycosis
ICD10,A43.0 Pulmonary nocardiosis
ICD10,A42.1 Abdominal actinomycosis
ICD10,A42.2 Cervicofacial actinomycosis
ICD10,"B47.9 Mycetoma, unspecified"
ICD10,A42.81 Actinomycotic meningitis
ICD10,A42.82 Actinomycotic encephalitis
ICD10,A42.89 Other forms of actinomycosis
ICD10,A43.8 Other forms of nocardiosis
ICD10,"A42.9 Actinomycosis, unspecified"
ICD10,"A43.9 Nocardiosis, unspecified"
ICD10,B47.1 Actinomycetoma
ICD10,A48.0 Gas gangrene
ICD10,A48.8 Other specified bacterial diseases
ICD10,K90.81 Whipple's disease
ICD10,A48.8 Other specified bacterial diseases
ICD10,"M60.009 Infective myositis, unspecified site"
ICD10,A48.3 Toxic shock syndrome
ICD10,A48.2 Nonpneumonic Legionnaires' disease [Pontiac fever]
ICD10,A48.4 Brazilian purpuric fever
ICD10,A48.8 Other specified bacterial diseases
ICD10,"A49.1 Streptococcal infection, unspecified site"
ICD10,B95.5 Unspecified streptococcus as the cause of diseases classified elsewhere
ICD10,J20.2 Acute bronchitis due to streptococcus
ICD10,"B95.0 Streptococcus, group A, as the cause of diseases classified elsewhere"
ICD10,"B95.1 Streptococcus, group B, as the cause of diseases classified elsewhere"
ICD10,B95.4 Other streptococcus as the cause of diseases classified elsewhere
ICD10,B95.2 Enterococcus as the cause of diseases classified elsewhere
ICD10,B95.4 Other streptococcus as the cause of diseases classified elsewhere
ICD10,B95.3 Streptococcus pneumoniae as the cause of diseases classified elsewhere
ICD10,B95.4 Other streptococcus as the cause of diseases classified elsewhere
ICD10,"M00.20 Other streptococcal arthritis, unspecified joint"
ICD10,"M00.211 Other streptococcal arthritis, right shoulder"
ICD10,"M00.212 Other streptococcal arthritis, left shoulder"
ICD10,"M00.219 Other streptococcal arthritis, unspecified shoulder"
ICD10,"M00.221 Other streptococcal arthritis, right elbow"
ICD10,"M00.222 Other streptococcal arthritis, left elbow"
ICD10,"M00.229 Other streptococcal arthritis, unspecified elbow"
ICD10,"M00.231 Other streptococcal arthritis, right wrist"
ICD10,"M00.232 Other streptococcal arthritis, left wrist"
ICD10,"M00.239 Other streptococcal arthritis, unspecified wrist"
ICD10,"M00.241 Other streptococcal arthritis, right hand"
ICD10,"M00.242 Other streptococcal arthritis, left hand"
ICD10,"M00.249 Other streptococcal arthritis, unspecified hand"
ICD10,"M00.251 Other streptococcal arthritis, right hip"
ICD10,"M00.252 Other streptococcal arthritis, left hip"
ICD10,"M00.259 Other streptococcal arthritis, unspecified hip"
ICD10,"M00.261 Other streptococcal arthritis, right knee"
ICD10,"M00.262 Other streptococcal arthritis, left knee"
ICD10,"M00.269 Other streptococcal arthritis, unspecified knee"
ICD10,"M00.271 Other streptococcal arthritis, right ankle and foot"
ICD10,"M00.272 Other streptococcal arthritis, left ankle and foot"
ICD10,"M00.279 Other streptococcal arthritis, unspecified ankle and foot"
ICD10,"M00.28 Other streptococcal arthritis, vertebrae"
ICD10,M00.29 Other streptococcal polyarthritis
ICD10,B95.8 Unspecified staphylococcus as the cause of diseases classified elsewhere
ICD10,"M00.00 Staphylococcal arthritis, unspecified joint"
ICD10,"M00.011 Staphylococcal arthritis, right shoulder"
ICD10,"M00.012 Staphylococcal arthritis, left shoulder"
ICD10,"M00.019 Staphylococcal arthritis, unspecified shoulder"
ICD10,"M00.021 Staphylococcal arthritis, right elbow"
ICD10,"M00.022 Staphylococcal arthritis, left elbow"
ICD10,"M00.029 Staphylococcal arthritis, unspecified elbow"
ICD10,"M00.031 Staphylococcal arthritis, right wrist"
ICD10,"M00.032 Staphylococcal arthritis, left wrist"
ICD10,"M00.039 Staphylococcal arthritis, unspecified wrist"
ICD10,"M00.041 Staphylococcal arthritis, right hand"
ICD10,"M00.042 Staphylococcal arthritis, left hand"
ICD10,"M00.049 Staphylococcal arthritis, unspecified hand"
ICD10,"M00.051 Staphylococcal arthritis, right hip"
ICD10,"M00.052 Staphylococcal arthritis, left hip"
ICD10,"M00.059 Staphylococcal arthritis, unspecified hip"
ICD10,"M00.061 Staphylococcal arthritis, right knee"
ICD10,"M00.062 Staphylococcal arthritis, left knee"
ICD10,"M00.069 Staphylococcal arthritis, unspecified knee"
ICD10,"M00.071 Staphylococcal arthritis, right ankle and foot"
ICD10,"M00.072 Staphylococcal arthritis, left ankle and foot"
ICD10,"M00.079 Staphylococcal arthritis, unspecified ankle and foot"
ICD10,"M00.08 Staphylococcal arthritis, vertebrae"
ICD10,M00.09 Staphylococcal polyarthritis
ICD10,"A49.01 Methicillin susceptible Staphylococcus aureus infection, unspecified site"
ICD10,B95.61 Methicillin susceptible Staphylococcus aureus infection as the cause of diseases classified elsewhere
ICD10,B95.7 Other staphylococcus as the cause of diseases classified elsewhere
ICD10,"M00.10 Pneumococcal arthritis, unspecified joint"
ICD10,"M00.111 Pneumococcal arthritis, right shoulder"
ICD10,"M00.112 Pneumococcal arthritis, left shoulder"
ICD10,"M00.119 Pneumococcal arthritis, unspecified shoulder"
ICD10,"M00.121 Pneumococcal arthritis, right elbow"
ICD10,"M00.122 Pneumococcal arthritis, left elbow"
ICD10,"M00.129 Pneumococcal arthritis, unspecified elbow"
ICD10,"M00.131 Pneumococcal arthritis, right wrist"
ICD10,"M00.132 Pneumococcal arthritis, left wrist"
ICD10,"M00.139 Pneumococcal arthritis, unspecified wrist"
ICD10,"M00.141 Pneumococcal arthritis, right hand"
ICD10,"M00.142 Pneumococcal arthritis, left hand"
ICD10,"M00.149 Pneumococcal arthritis, unspecified hand"
ICD10,"M00.151 Pneumococcal arthritis, right hip"
ICD10,"M00.152 Pneumococcal arthritis, left hip"
ICD10,"M00.159 Pneumococcal arthritis, unspecified hip"
ICD10,"M00.161 Pneumococcal arthritis, right knee"
ICD10,"M00.162 Pneumococcal arthritis, left knee"
ICD10,"M00.169 Pneumococcal arthritis, unspecified knee"
ICD10,"M00.171 Pneumococcal arthritis, right ankle and foot"
ICD10,"M00.172 Pneumococcal arthritis, left ankle and foot"
ICD10,"M00.179 Pneumococcal arthritis, unspecified ankle and foot"
ICD10,"M00.18 Pneumococcal arthritis, vertebrae"
ICD10,M00.19 Pneumococcal polyarthritis
ICD10,B96.1 Klebsiella pneumoniae [K. pneumoniae] as the cause of diseases classified elsewhere
ICD10,B96.21 Shiga toxin-producing Escherichia coli [E. coli] (STEC) O157 as the cause of diseases classified elsewhere
ICD10,B96.22 Other specified Shiga toxin-producing Escherichia coli [E. coli] (STEC) as the cause of diseases classified elsewhere
ICD10,B96.23 Unspecified Shiga toxin-producing Escherichia coli [E. coli] (STEC) as the cause of diseases classified elsewhere
ICD10,B96.20 Unspecified Escherichia coli [E. coli] as the cause of diseases classified elsewhere
ICD10,B96.29 Other Escherichia coli [E. coli] as the cause of diseases classified elsewhere
ICD10,"A49.2 Hemophilus influenzae infection, unspecified site"
ICD10,B96.3 Hemophilus influenzae [H. influenzae] as the cause of diseases classified elsewhere
ICD10,J20.1 Acute bronchitis due to Hemophilus influenzae
ICD10,B96.4 Proteus (mirabilis) (morganii) as the cause of diseases classified elsewhere
ICD10,B96.5 Pseudomonas (aeruginosa) (mallei) (pseudomallei) as the cause of diseases classified elsewhere
ICD10,"A49.3 Mycoplasma infection, unspecified site"
ICD10,B96.0 Mycoplasma pneumoniae [M. pneumoniae] as the cause of diseases classified elsewhere
ICD10,J20.0 Acute bronchitis due to Mycoplasma pneumoniae
ICD10,B96.6 Bacteroides fragilis [B. fragilis] as the cause of diseases classified elsewhere
ICD10,B96.7 Clostridium perfringens [C. perfringens] as the cause of diseases classified elsewhere
ICD10,B96.82 Vibrio vulnificus as the cause of diseases classified elsewhere
ICD10,B96.89 Other specified bacterial agents as the cause of diseases classified elsewhere
ICD10,B96.81 Helicobacter pylori [H. pylori] as the cause of diseases classified elsewhere
ICD10,A49.8 Other bacterial infections of unspecified site
ICD10,B96.89 Other specified bacterial agents as the cause of diseases classified elsewhere
ICD10,"M00.80 Arthritis due to other bacteria, unspecified joint"
ICD10,"M00.811 Arthritis due to other bacteria, right shoulder"
ICD10,"M00.812 Arthritis due to other bacteria, left shoulder"
ICD10,"M00.819 Arthritis due to other bacteria, unspecified shoulder"
ICD10,"M00.821 Arthritis due to other bacteria, right elbow"
ICD10,"M00.822 Arthritis due to other bacteria, left elbow"
ICD10,"M00.829 Arthritis due to other bacteria, unspecified elbow"
ICD10,"M00.831 Arthritis due to other bacteria, right wrist"
ICD10,"M00.832 Arthritis due to other bacteria, left wrist"
ICD10,"M00.839 Arthritis due to other bacteria, unspecified wrist"
ICD10,"M00.841 Arthritis due to other bacteria, right hand"
ICD10,"M00.842 Arthritis due to other bacteria, left hand"
ICD10,"M00.849 Arthritis due to other bacteria, unspecified hand"
ICD10,"M00.851 Arthritis due to other bacteria, right hip"
ICD10,"M00.852 Arthritis due to other bacteria, left hip"
ICD10,"M00.859 Arthritis due to other bacteria, unspecified hip"
ICD10,"M00.861 Arthritis due to other bacteria, right knee"
ICD10,"M00.862 Arthritis due to other bacteria, left knee"
ICD10,"M00.869 Arthritis due to other bacteria, unspecified knee"
ICD10,"M00.871 Arthritis due to other bacteria, right ankle and foot"
ICD10,"M00.872 Arthritis due to other bacteria, left ankle and foot"
ICD10,"M00.879 Arthritis due to other bacteria, unspecified ankle and foot"
ICD10,"M00.88 Arthritis due to other bacteria, vertebrae"
ICD10,M00.89 Polyarthritis due to other bacteria
ICD10,A50.01 Early congenital syphilitic oculopathy
ICD10,A50.02 Early congenital syphilitic osteochondropathy
ICD10,A50.03 Early congenital syphilitic pharyngitis
ICD10,A50.04 Early congenital syphilitic pneumonia
ICD10,A50.05 Early congenital syphilitic rhinitis
ICD10,A50.06 Early cutaneous congenital syphilis
ICD10,A50.07 Early mucocutaneous congenital syphilis
ICD10,A50.08 Early visceral congenital syphilis
ICD10,"A50.09 Other early congenital syphilis, symptomatic"
ICD10,"A50.1 Early congenital syphilis, latent"
ICD10,"A50.2 Early congenital syphilis, unspecified"
ICD10,A50.31 Late congenital syphilitic interstitial keratitis
ICD10,"A50.40 Late congenital neurosyphilis, unspecified"
ICD10,A50.43 Late congenital syphilitic polyneuropathy
ICD10,A50.45 Juvenile general paresis
ICD10,A50.42 Late congenital syphilitic encephalitis
ICD10,A50.41 Late congenital syphilitic meningitis
ICD10,A50.49 Other late congenital neurosyphilis
ICD10,"A50.30 Late congenital syphilitic oculopathy, unspecified"
ICD10,A50.32 Late congenital syphilitic chorioretinitis
ICD10,A50.39 Other late congenital syphilitic oculopathy
ICD10,A50.44 Late congenital syphilitic optic nerve atrophy
ICD10,A50.51 Clutton's joints
ICD10,A50.52 Hutchinson's teeth
ICD10,A50.53 Hutchinson's triad
ICD10,A50.54 Late congenital cardiovascular syphilis
ICD10,A50.55 Late congenital syphilitic arthropathy
ICD10,A50.56 Late congenital syphilitic osteochondropathy
ICD10,A50.57 Syphilitic saddle nose
ICD10,"A50.59 Other late congenital syphilis, symptomatic"
ICD10,"A50.6 Late congenital syphilis, latent"
ICD10,"A50.7 Late congenital syphilis, unspecified"
ICD10,"A50.9 Congenital syphilis, unspecified"
ICD10,A51.0 Primary genital syphilis
ICD10,A51.1 Primary anal syphilis
ICD10,A51.2 Primary syphilis of other sites
ICD10,A51.31 Condyloma latum
ICD10,A51.39 Other secondary syphilis of skin
ICD10,A51.49 Other secondary syphilitic conditions
ICD10,A51.43 Secondary syphilitic oculopathy
ICD10,A51.43 Secondary syphilitic oculopathy
ICD10,A51.43 Secondary syphilitic oculopathy
ICD10,A51.46 Secondary syphilitic osteopathy
ICD10,A51.45 Secondary syphilitic hepatitis
ICD10,A51.49 Other secondary syphilitic conditions
ICD10,A51.49 Other secondary syphilitic conditions
ICD10,A51.41 Secondary syphilitic meningitis
ICD10,A51.32 Syphilitic alopecia
ICD10,A51.42 Secondary syphilitic female pelvic disease
ICD10,A51.44 Secondary syphilitic nephritis
ICD10,A51.49 Other secondary syphilitic conditions
ICD10,A51.49 Other secondary syphilitic conditions
ICD10,"A51.5 Early syphilis, latent"
ICD10,"A51.5 Early syphilis, latent"
ICD10,"A51.9 Early syphilis, unspecified"
ICD10,A52.01 Syphilitic aneurysm of aorta
ICD10,A52.02 Syphilitic aortitis
ICD10,A52.03 Syphilitic endocarditis
ICD10,A52.03 Syphilitic endocarditis
ICD10,A52.03 Syphilitic endocarditis
ICD10,A52.03 Syphilitic endocarditis
ICD10,A52.03 Syphilitic endocarditis
ICD10,A52.06 Other syphilitic heart involvement
ICD10,A52.06 Other syphilitic heart involvement
ICD10,A52.04 Syphilitic cerebral arteritis
ICD10,A52.05 Other cerebrovascular syphilis
ICD10,A52.09 Other cardiovascular syphilis
ICD10,"A52.00 Cardiovascular syphilis, unspecified"
ICD10,A52.11 Tabes dorsalis
ICD10,A52.16 Charcôt's arthropathy (tabetic)
ICD10,A52.17 General paresis
ICD10,A52.13 Late syphilitic meningitis
ICD10,A52.2 Asymptomatic neurosyphilis
ICD10,A52.14 Late syphilitic encephalitis
ICD10,A52.19 Other symptomatic neurosyphilis
ICD10,A52.19 Other symptomatic neurosyphilis
ICD10,A52.15 Late syphilitic neuropathy
ICD10,A52.15 Late syphilitic neuropathy
ICD10,A52.15 Late syphilitic neuropathy
ICD10,A52.19 Other symptomatic neurosyphilis
ICD10,A52.12 Other cerebrospinal syphilis
ICD10,A52.15 Late syphilitic neuropathy
ICD10,A52.19 Other symptomatic neurosyphilis
ICD10,"A52.10 Symptomatic neurosyphilis, unspecified"
ICD10,"A52.3 Neurosyphilis, unspecified"
ICD10,A52.71 Late syphilitic oculopathy
ICD10,A52.72 Syphilis of lung and bronchus
ICD10,A52.74 Syphilis of liver and other viscera
ICD10,A52.74 Syphilis of liver and other viscera
ICD10,A52.75 Syphilis of kidney and ureter
ICD10,A52.77 Syphilis of bone and joint
ICD10,A52.78 Syphilis of other musculoskeletal tissue
ICD10,A52.78 Syphilis of other musculoskeletal tissue
ICD10,A52.73 Symptomatic late syphilis of other respiratory organs
ICD10,A52.76 Other genitourinary symptomatic late syphilis
ICD10,A52.79 Other symptomatic late syphilis
ICD10,A52.79 Other symptomatic late syphilis
ICD10,"A52.8 Late syphilis, latent"
ICD10,"A52.9 Late syphilis, unspecified"
ICD10,"A53.0 Latent syphilis, unspecified as early or late"
ICD10,"A53.9 Syphilis, unspecified"
ICD10,"A54.00 Gonococcal infection of lower genitourinary tract, unspecified"
ICD10,"A54.02 Gonococcal vulvovaginitis, unspecified"
ICD10,A54.09 Other gonococcal infection of lower genitourinary tract
ICD10,A54.1 Gonococcal infection of lower genitourinary tract with periurethral and accessory gland abscess
ICD10,A54.29 Other gonococcal genitourinary infections
ICD10,"A54.01 Gonococcal cystitis and urethritis, unspecified"
ICD10,A54.22 Gonococcal prostatitis
ICD10,A54.23 Gonococcal infection of other male genital organs
ICD10,A54.23 Gonococcal infection of other male genital organs
ICD10,"A54.03 Gonococcal cervicitis, unspecified"
ICD10,A54.24 Gonococcal female pelvic inflammatory disease
ICD10,A54.29 Other gonococcal genitourinary infections
ICD10,A54.21 Gonococcal infection of kidney and ureter
ICD10,A54.29 Other gonococcal genitourinary infections
ICD10,"A54.00 Gonococcal infection of lower genitourinary tract, unspecified"
ICD10,A54.29 Other gonococcal genitourinary infections
ICD10,"A54.01 Gonococcal cystitis and urethritis, unspecified"
ICD10,A54.22 Gonococcal prostatitis
ICD10,A54.23 Gonococcal infection of other male genital organs
ICD10,A54.23 Gonococcal infection of other male genital organs
ICD10,"A54.03 Gonococcal cervicitis, unspecified"
ICD10,A54.24 Gonococcal female pelvic inflammatory disease
ICD10,A54.29 Other gonococcal genitourinary infections
ICD10,A54.29 Other gonococcal genitourinary infections
ICD10,A54.31 Gonococcal conjunctivitis
ICD10,A54.32 Gonococcal iridocyclitis
ICD10,A54.39 Other gonococcal eye infection
ICD10,A54.33 Gonococcal keratitis
ICD10,"A54.30 Gonococcal infection of eye, unspecified"
ICD10,A54.39 Other gonococcal eye infection
ICD10,A54.42 Gonococcal arthritis
ICD10,A54.49 Gonococcal infection of other musculoskeletal tissue
ICD10,A54.49 Gonococcal infection of other musculoskeletal tissue
ICD10,A54.41 Gonococcal spondylopathy
ICD10,"A54.40 Gonococcal infection of musculoskeletal system, unspecified"
ICD10,A54.43 Gonococcal osteomyelitis
ICD10,A54.5 Gonococcal pharyngitis
ICD10,A54.6 Gonococcal infection of anus and rectum
ICD10,A54.89 Other gonococcal infections
ICD10,A54.81 Gonococcal meningitis
ICD10,A54.83 Gonococcal heart infection
ICD10,A54.83 Gonococcal heart infection
ICD10,A54.83 Gonococcal heart infection
ICD10,A54.85 Gonococcal peritonitis
ICD10,A54.82 Gonococcal brain abscess
ICD10,A54.84 Gonococcal pneumonia
ICD10,A54.86 Gonococcal sepsis
ICD10,A54.89 Other gonococcal infections
ICD10,"A54.9 Gonococcal infection, unspecified"
ICD10,A27.0 Leptospirosis icterohemorrhagica
ICD10,A27.81 Aseptic meningitis in leptospirosis
ICD10,A27.89 Other forms of leptospirosis
ICD10,"A27.9 Leptospirosis, unspecified"
ICD10,A69.0 Necrotizing ulcerative stomatitis
ICD10,A69.1 Other Vincent's infections
